# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 20 19:26:42 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr not null
# CONSTRAINT:  and st_lumstr not null)
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
0.85359165,0.00000005,-0.00000005,0,0.017000,0.001000,-0.001000,0,,,,,4.73000,0.95000,-0.95000,0,0.120000,0.070000,-0.070000,0,,,,,0.86,0.05,-0.04,0,0.90,0.12,-0.10,0,-0.289,0.021,-0.015,0
0.85358500,0.00002400,-0.00002400,0,0.017000,,,0,,,,,4.80000,0.80000,-0.80000,0,0.000000,,,0,80.000,,,0,0.86,0.05,-0.04,0,0.90,0.12,-0.10,0,-0.289,0.021,-0.015,0
3.70000000,0.02000000,-0.02000000,0,0.045000,0.001000,-0.001000,0,,,,,13.56000,1.08000,-1.08000,0,0.120000,0.060000,-0.060000,0,,,,,0.86,0.05,-0.04,0,0.90,0.12,-0.10,0,-0.289,0.021,-0.015,0
3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,,,,,8.40000,0.90000,-0.90000,0,0.000000,,,0,80.000,,,0,0.86,0.05,-0.04,0,0.90,0.12,-0.10,0,-0.289,0.021,-0.015,0
6.21244500,0.00000700,-0.00000700,0,0.063600,0.001400,-0.001400,0,6.938,0.179,-0.191,0,69.28694,10.80622,-10.80622,0,,,,,88.180,0.080,-0.080,0,0.80,0.01,-0.01,0,0.89,0.04,-0.04,0,-0.400,0.050,-0.050,0
6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,6.389,0.673,-0.560,0,47.67450,31.78300,-31.78300,0,,,,,89.000,0.500,-0.500,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,-0.155,0.109,-0.146,0
5.20720000,0.00020000,-0.00550000,0,0.066400,0.000500,-0.000500,0,,,,,,,,,0.078000,,,0,,,,,1.78,0.09,-0.09,0,1.44,0.03,-0.03,0,0.104,0.052,-0.058,0
3.49820000,0.00220000,-0.23270000,0,0.048530,0.000360,-0.001970,0,,,,,,,,,0.063000,,,1,,,,,1.38,0.01,-0.01,0,1.25,0.02,-0.02,0,0.459,0.012,-0.012,0
2.04780000,0.00010000,-0.00010000,0,0.029600,0.000500,-0.000500,0,0.908,0.059,-0.064,0,,,,,0.000000,,,0,89.276,0.369,-0.372,0,0.66,0.04,-0.04,0,0.73,0.04,-0.05,0,-0.364,0.325,-0.955,0
6.18023500,0.00001400,-0.00001400,0,0.072290,0.000740,-0.000750,0,11.781,0.493,-0.493,0,953.49000,349.61300,-381.39600,0,,,,,86.210,0.170,-0.170,0,1.59,0.03,-0.03,0,1.32,0.04,-0.04,0,0.526,0.025,-0.024,0
,,,,800.000000,,,0,,,,,5085.28000,,,0,,,,,,,,,,,,,0.05,,,0,-0.699,,,0
2.30538000,0.00031000,-0.00031000,0,0.022790,0.000610,-0.000610,0,,,,,,,,,,,,,,,,,0.30,0.01,-0.01,0,0.30,0.02,-0.02,0,-1.972,0.004,-0.005,0
8.05180000,0.00340000,-0.00340000,0,0.052500,0.001400,-0.001400,0,,,,,,,,,,,,,,,,,0.30,0.01,-0.01,0,0.30,0.02,-0.02,0,-1.972,0.004,-0.005,0
5.74600700,0.00000600,-0.00000600,0,0.038500,0.007800,-0.005300,0,2.025,0.096,-0.097,0,11.70000,,,1,0.000000,,,0,88.570,0.630,-0.470,0,0.31,0.01,-0.01,0,0.29,0.02,-0.02,0,-1.971,0.011,-0.012,0
10.34650000,0.02700000,-0.02700000,0,0.045700,0.001300,-0.001300,0,,,,,,,,,,,,,,,,,0.14,0.01,-0.01,0,0.12,0.01,-0.01,0,-2.852,0.006,-0.006,0
21.20200000,0.01300000,-0.01300000,0,0.073800,0.002100,-0.002100,0,,,,,,,,,,,,,,,,,0.14,0.01,-0.01,0,0.12,0.01,-0.01,0,-2.852,0.006,-0.006,0
3.20400000,0.00100000,-0.00100000,0,0.021000,0.001000,-0.001000,0,,,,,,,,,0.310000,,,1,,,,,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,-2.770,0.025,-0.026,0
6.68900000,0.00500000,-0.00500000,0,0.035000,0.001000,-0.001000,0,,,,,,,,,0.290000,,,1,,,,,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,-2.770,0.025,-0.026,0
13.03100000,0.02500000,-0.03200000,0,0.054000,0.001000,-0.001000,0,,,,,,,,,0.530000,,,1,,,,,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,-2.770,0.025,-0.026,0
1.62893100,0.00002700,-0.00002700,0,0.015300,0.000500,-0.000500,0,1.130,0.056,-0.056,0,1.66000,0.23000,-0.23000,0,0.220000,,,0,,,,,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0,-2.359,0.032,-0.035,0
8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,,,,,,,,,0.270000,,,1,,,,,0.21,0.01,-0.01,0,0.18,0.02,-0.02,0,-2.359,0.032,-0.035,0
41.39700000,0.01600000,-0.01600000,0,0.163506,0.000042,-0.000042,0,,,,,,,,,0.314000,0.086000,-0.086000,0,,,,,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0,-1.869,0.097,-0.126,0
41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,,,,,,,,,0.380000,0.010000,-0.012000,0,,,,,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0,-1.869,0.097,-0.126,0
532.58000000,4.14000000,-2.52000000,0,0.912000,0.005000,-0.002000,0,,,,,,,,,0.342000,0.050000,-0.062000,0,,,,,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0,-1.869,0.097,-0.126,0
389.70000000,5.40000000,-6.50000000,0,0.571400,0.005300,-0.006400,0,,,,,,,,,,,,,,,,,0.18,0.00,0.00,0,0.16,0.01,-0.01,0,-2.480,0.002,-0.002,0
1.58040453,0.00000002,-0.00000002,0,0.015050,0.000110,-0.000110,0,2.733,0.033,-0.031,0,8.41000,0.36000,-0.35000,0,0.006200,0.007900,-0.004400,0,88.980,0.094,-0.085,0,0.22,0.00,0.00,0,0.18,0.00,0.00,0,-2.409,0.023,-0.023,0
1.58040433,0.00000013,-0.00000013,0,0.014900,0.000260,-0.000260,0,2.742,0.050,-0.053,0,8.17000,0.43000,-0.43000,0,0.063000,,,1,88.700,0.100,-0.100,0,0.21,0.01,-0.01,0,0.18,0.01,-0.01,0,-2.337,0.062,-0.061,0
0.51823490,0.00000630,-0.00000500,0,0.009160,0.000760,-0.000760,0,1.193,0.074,-0.074,0,2.09000,0.56000,-0.56000,0,0.000000,,,0,85.000,2.100,-1.800,0,0.39,0.02,-0.02,0,0.38,0.02,-0.02,0,-1.708,0.054,-0.054,0
3.65110000,0.00120000,-0.00120000,0,0.026000,0.001000,-0.001000,0,,,,,,,,,0.040000,0.040000,-0.040000,0,,,,,0.19,0.01,-0.01,0,0.18,0.02,-0.02,0,-2.439,0.006,-0.006,0
35.58900000,0.00600000,-0.00500000,0,0.193200,0.000200,-0.000200,0,,,,,30.63000,2.63000,-2.67000,0,0.325000,0.079000,-0.079000,0,,,,,0.73,0.01,-0.01,0,0.76,0.03,-0.02,0,-0.706,0.007,-0.007,0
35.61253000,0.00060000,-0.00062000,0,0.191500,0.005800,-0.006300,0,2.610,0.170,-0.160,0,22.70000,2.20000,-1.90000,0,0.188000,0.076000,-0.078000,0,89.330,0.150,-0.110,0,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0,-0.686,0.000,0.000,0
11.44330000,0.00160000,-0.00160000,0,0.071700,0.003400,-0.003400,0,,,,,,,,,0.000000,,,0,,,,,0.39,0.00,0.00,0,0.38,0.06,-0.06,0,-1.663,0.004,-0.004,0
11.44070000,0.00170000,-0.00160000,0,0.072000,0.003000,-0.004000,0,,,,,,,,,0.094000,0.091000,-0.065000,0,,,,,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,-1.655,0.112,-0.112,0
7600.00000000,2200.00000000,-1700.00000000,0,5.400000,1.000000,-0.900000,0,,,,,,,,,0.270000,0.280000,-0.190000,0,,,,,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,-1.655,0.112,-0.112,0
5.23540000,0.00270000,-0.00650000,0,0.053000,0.004000,-0.007000,0,,,,,,,,,0.060000,0.200000,-0.060000,0,,,,,,,,,0.69,,,0,-0.796,,,0
2288.00000000,59.00000000,-59.00000000,0,2.410000,0.040000,-0.040000,0,,,,,,,,,0.210000,0.080000,-0.080000,0,,,,,0.38,0.02,-0.02,0,0.36,0.03,-0.03,0,-1.796,0.051,-0.058,0
17.38000000,0.01800000,-0.02000000,0,0.103000,0.006000,-0.014000,0,,,,,,,,,0.110000,0.140000,-0.110000,0,,,,,,,,,0.43,,,0,-1.886,,,0
24.32900000,0.05200000,-0.06600000,0,0.129000,0.007000,-0.017000,0,,,,,,,,,0.090000,0.200000,-0.090000,0,,,,,,,,,0.43,,,0,-1.886,,,0
471.00000000,22.00000000,-12.00000000,0,0.970000,0.120000,-0.090000,0,,,,,,,,,0.100000,0.220000,-0.100000,0,,,,,,,,,0.58,,,0,-1.553,,,0
14.23800000,0.00200000,-0.00200000,0,0.081800,0.001100,-0.001200,0,,,,,,,,,0.100000,0.090000,-0.070000,0,,,,,0.36,0.01,-0.01,0,0.36,0.01,-0.01,0,-1.772,0.008,-0.008,0
15.81900000,0.02300000,-0.02600000,0,0.101000,0.009000,-0.013000,0,,,,,,,,,0.080000,0.180000,-0.080000,0,,,,,,,,,0.53,,,0,-1.585,,,0
18.64980000,0.00590000,-0.00520000,0,0.091101,0.000019,-0.000017,0,,,,,,,,,0.100000,0.090000,-0.070000,0,,,,,0.29,0.03,-0.03,0,0.29,,,0,-2.056,0.243,-0.602,0
4.72340000,0.00040000,-0.00040000,0,0.036467,0.000002,-0.000002,0,,,,,,,,,0.170000,0.130000,-0.120000,0,,,,,0.29,0.03,-0.03,0,0.29,,,0,-2.056,0.243,-0.602,0
133.71000000,0.20000000,-0.20000000,0,0.490000,,,0,,,,,,,,,0.511000,0.017000,-0.017000,0,,,,,0.90,,,0,0.90,,,0,-0.180,,,0
2.85310540,0.00000230,-0.00000230,0,0.031650,0.000270,-0.000270,0,2.130,0.110,-0.110,0,3.34000,0.72000,-0.72000,0,0.320000,,,1,87.140,0.790,-0.300,0,0.52,0.02,-0.02,0,0.52,0.01,-0.01,0,-1.342,0.017,-0.016,0
1.22003000,0.00006000,-0.00004000,0,0.019700,0.000500,-0.000500,0,,,,,,,,,0.190000,0.180000,-0.130000,0,,,,,0.50,0.03,-0.03,0,0.68,,,0,-1.347,0.063,-0.073,0
5.97400000,0.00100000,-0.00100000,0,0.057000,0.001000,-0.001000,0,,,,,,,,,0.110000,0.110000,-0.070000,0,,,,,0.50,0.03,-0.03,0,0.68,,,0,-1.347,0.063,-0.073,0
257.80000000,3.60000000,-3.50000000,0,0.698000,0.018000,-0.019000,0,,,,,,,,,0.320000,0.200000,-0.210000,0,,,,,0.50,0.03,-0.03,0,0.68,,,0,-1.347,0.063,-0.073,0
3771.00000000,17.00000000,-17.00000000,0,4.110000,0.160000,-0.180000,0,,,,,,,,,0.227000,0.015000,-0.015000,0,,,,,0.63,0.07,-0.07,0,0.65,0.08,-0.08,0,-1.080,0.100,-0.100,0
241.80000000,1.30000000,-1.70000000,0,0.657000,0.026000,-0.028000,0,,,,,,,,,,,,,,,,,0.63,0.07,-0.07,0,0.65,0.08,-0.08,0,-1.080,0.100,-0.100,0
30.60000000,0.01000000,-0.01000000,0,0.143400,,,0,,,,,,,,,0.070000,0.040000,-0.040000,0,,,,,0.40,0.03,-0.03,0,0.42,,,0,-1.658,,,0
30.59870000,0.00830000,-0.00840000,0,0.143390,0.000030,-0.000030,0,,,,,,,,,0.060000,0.040000,-0.040000,0,,,,,0.40,0.03,-0.03,0,0.42,,,0,-1.658,0.114,-0.044,0
122.61960000,0.24290000,-0.23710000,0,0.361750,0.000480,-0.000470,0,,,,,,,,,0.110000,0.100000,-0.080000,0,,,,,0.40,0.03,-0.03,0,0.42,,,0,-1.658,0.114,-0.044,0
123.75000000,0.30000000,-0.30000000,0,0.364000,,,0,,,,,,,,,0.330000,0.060000,-0.060000,0,,,,,0.40,0.03,-0.03,0,0.42,,,0,-1.658,,,0
48.13450000,0.06280000,-0.06610000,0,0.193940,0.000170,-0.000180,0,,,,,,,,,0.120000,0.130000,-0.090000,0,,,,,0.40,0.03,-0.03,0,0.42,,,0,-1.658,0.114,-0.044,0
13.25430000,0.00780000,-0.01040000,0,0.082080,0.000030,-0.000040,0,,,,,,,,,0.210000,0.200000,-0.140000,0,,,,,0.40,0.03,-0.03,0,0.42,,,0,-1.658,0.114,-0.044,0
5.36360000,0.00070000,-0.00070000,0,0.032820,0.000540,-0.000560,0,,,,,,,,,0.230000,0.110000,-0.110000,0,,,,,0.12,0.03,-0.03,0,0.16,,,0,-2.569,0.537,-1.431,0
40.54000000,0.21000000,-0.19000000,0,0.126400,0.002100,-0.002200,0,,,,,,,,,0.170000,0.210000,-0.120000,0,,,,,0.12,0.03,-0.03,0,0.16,,,0,-2.569,0.537,-1.431,0
14.20700000,0.00700000,-0.00700000,0,0.089000,,,0,,,,,,,,,0.310000,0.110000,-0.110000,0,,,,,0.44,0.03,-0.03,0,0.47,,,0,-1.538,,,0
24.42200000,0.01400000,-0.01400000,0,0.142000,0.005000,-0.005000,0,,,,,,,,,0.109000,0.100000,-0.075000,0,,,,,0.58,0.03,-0.03,0,0.64,0.07,-0.07,0,-1.101,0.017,-0.017,0
24.45000000,0.02000000,-0.02000000,0,0.141000,0.005000,-0.005000,0,,,,,,,,,0.110000,0.110000,-0.080000,0,,,,,0.58,0.03,-0.03,0,0.64,0.07,-0.07,0,-1.101,0.017,-0.017,0
3.33714000,0.00017000,-0.00017000,0,0.034800,0.001400,-0.001400,0,4.200,0.600,-0.600,0,14.00000,1.70000,-1.70000,0,0.051000,,,1,88.800,,,-1,0.50,0.06,-0.06,0,0.54,0.07,-0.07,0,-1.538,0.029,-0.031,0
1.19800350,0.00000180,-0.00000190,0,0.015890,0.000620,-0.000620,0,1.264,0.050,-0.049,0,1.86000,0.30000,-0.30000,0,0.000000,,,0,87.950,0.470,-0.450,0,0.36,0.01,-0.01,0,0.36,0.02,-0.02,0,-1.824,0.005,-0.006,0
15.50900000,0.03300000,-0.03300000,0,0.087600,0.003500,-0.003400,0,,,,,,,,,0.000000,,,0,,,,,0.36,0.01,-0.01,0,0.36,0.02,-0.02,0,-1.824,0.005,-0.006,0
203.69000000,0.09000000,-0.02000000,0,0.337000,0.001000,-0.001000,0,,,,,,,,,0.440000,0.010000,-0.010000,0,,,,,0.14,0.01,-0.01,0,0.12,0.01,-0.01,0,-2.804,0.005,-0.006,0
203.59000000,0.14000000,-0.14000000,0,0.338000,0.008000,-0.008400,0,,,,,,,,,0.435600,0.004200,-0.004200,0,,,,,0.14,0.01,-0.01,0,0.12,0.01,-0.01,0,-2.804,0.005,-0.006,0
1599.60000000,1.10000000,-0.80000000,0,1.292000,0.003000,-0.003000,0,,,,,,,,,0.018300,0.000100,-0.000100,0,,,,,0.14,0.01,-0.01,0,0.12,0.01,-0.01,0,-2.804,0.005,-0.006,0
3.93072000,0.00008000,-0.00006000,0,0.035000,0.002000,-0.002000,0,1.217,0.084,-0.083,0,1.84000,0.31000,-0.31000,0,,,,,89.120,0.370,-0.310,0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,-1.798,0.010,-0.010,0
9.12470000,0.00110000,-0.00100000,0,0.061000,0.004000,-0.004000,0,,,,,,,,,,,,,,,,,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,-1.798,0.010,-0.010,0
55.66100000,0.05500000,-0.05500000,0,0.204000,0.015000,-0.015000,0,,,,,,,,,,,,,,,,,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,-1.798,0.010,-0.010,0
2.64561000,0.00066000,-0.00066000,0,0.028700,0.001000,-0.001100,0,,,,,8.40000,4.00000,-1.50000,0,0.080000,0.094000,-0.057000,0,59.000,18.000,-24.000,0,0.43,0.03,-0.03,0,0.45,0.05,-0.05,0,-1.699,0.041,-0.046,0
0.32192250,0.00000020,-0.00000020,0,0.007090,0.000270,-0.000270,0,0.699,0.024,-0.024,0,0.63300,0.05000,-0.05000,0,0.060000,0.070000,-0.040000,0,79.890,0.870,-0.850,0,0.46,0.01,-0.01,0,0.46,0.01,-0.01,0,-1.539,0.042,-0.043,0
0.32196200,0.00001000,-0.00001200,0,0.007100,0.000200,-0.000200,0,0.718,0.054,-0.054,0,0.54600,0.07800,-0.07800,0,0.000000,,,0,80.750,0.640,-0.640,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,-1.541,0.039,-0.043,0
3.02320000,0.00130000,-0.00130000,0,0.026000,0.001000,-0.001000,0,,,,,,,,,0.070000,0.050000,-0.050000,0,,,,,0.28,0.01,-0.01,0,0.27,0.02,-0.02,0,-2.062,0.005,-0.006,0
2.61627450,0.00000290,-0.00000300,0,0.025690,0.000880,-0.000880,0,1.150,0.040,-0.039,0,1.21000,0.40000,-0.42000,0,,,,,89.650,0.230,-0.300,0,0.32,0.01,-0.01,0,0.31,0.01,-0.01,0,-1.937,0.004,-0.004,0
2.61623500,0.00000500,-0.00000500,0,0.025200,0.000500,-0.000500,0,1.090,0.040,-0.040,0,1.75000,0.44000,-0.45000,0,0.000000,,,0,88.442,0.008,-0.008,0,0.32,0.01,-0.01,0,0.31,0.03,-0.02,0,-1.963,0.019,-0.016,0
15.04000000,0.03000000,-0.03000000,0,0.081000,0.002000,-0.002000,0,,,,,,,,,0.000000,,,0,,,,,0.32,0.01,-0.01,0,0.31,0.03,-0.02,0,-1.963,0.019,-0.016,0
7.02679000,0.00082000,-0.00085000,0,0.054020,0.000720,-0.000720,0,,,,,,,,,,,,,,,,,0.43,0.01,-0.01,0,0.43,0.02,-0.02,0,-1.571,0.009,-0.009,0
6.90500000,0.04000000,-0.04000000,0,0.060800,0.006800,-0.006800,0,,,,,,,,,0.121000,0.118000,-0.118000,0,,,,,0.61,0.06,-0.06,0,0.63,0.07,-0.07,0,-1.120,0.100,-0.100,0
6.94420000,0.00100000,-0.00100000,0,0.040500,0.001100,-0.001200,0,,,,,,,,,0.000000,,,0,,,,,0.20,0.01,-0.01,0,0.18,0.02,-0.02,0,-2.395,0.002,-0.002,0
2.64977000,0.00081000,-0.00077000,0,0.029000,0.001000,-0.001000,0,,,,,,,,,0.000000,,,0,,,,,0.49,0.05,-0.05,0,0.50,0.05,-0.05,0,-1.387,0.077,-0.094,0
13.74000000,0.01600000,-0.01600000,0,0.089000,0.003000,-0.003000,0,,,,,,,,,0.049000,0.052000,-0.034000,0,,,,,0.49,0.05,-0.05,0,0.50,0.05,-0.05,0,-1.387,0.077,-0.094,0
12.94600000,0.00500000,-0.00500000,0,0.078900,0.000680,-0.000770,0,,,,,,,,,0.120000,0.120000,-0.090000,0,,,,,0.39,0.00,0.00,0,0.39,0.01,-0.01,0,-1.710,0.028,-0.030,0
12.95320000,0.00790000,-0.00790000,0,0.078500,0.002700,-0.002700,0,,,,,,,,,0.220000,0.130000,-0.130000,0,,,,,0.39,0.01,-0.01,0,0.39,0.04,-0.04,0,-1.658,0.040,-0.044,0
50.80000000,0.10000000,-0.26000000,0,0.232400,0.009200,-0.009900,0,2.630,1.220,-0.850,0,,,,,0.450000,0.190000,-0.220000,0,,,,,0.68,0.14,-0.14,0,0.65,0.08,-0.08,0,-0.924,0.045,-0.050,0
749.83000000,4.35000000,-3.63000000,0,1.400000,0.055000,-0.060000,0,8.400,3.600,-2.500,0,,,,,0.105000,0.110000,-0.703000,0,,,,,0.68,0.14,-0.14,0,0.65,0.08,-0.08,0,-0.924,0.045,-0.050,0
26.16100000,0.08200000,-0.09800000,0,0.119000,0.014000,-0.011000,0,,,,,,,,,0.050000,0.210000,-0.050000,0,,,,,,,,,0.35,,,0,-1.959,,,0
13.35200000,0.00300000,-0.00300000,0,0.082000,0.002000,-0.002000,0,,,,,,,,,0.370000,0.030000,-0.030000,0,,,,,0.41,0.01,-0.01,0,0.41,0.03,-0.03,0,-1.706,0.007,-0.007,0
7.36970000,0.00340000,-0.00360000,0,0.060000,0.004000,-0.008000,0,,,,,,,,,0.050000,0.160000,-0.050000,0,,,,,,,,,0.48,,,0,-1.699,,,0
7.37090000,0.00080000,-0.00080000,0,0.058000,,,0,,,,,,,,,0.080000,0.080000,-0.080000,0,,,,,,,,,0.48,,,0,-1.469,,,0
3400.00000000,,,0,3.600000,,,0,,,,,,,,,0.080000,0.160000,-0.080000,0,,,,,,,,,0.48,,,0,-1.699,,,0
2.64385000,,,0,0.028720,0.000290,-0.000260,0,4.222,0.092,-0.103,0,23.16880,0.79450,-0.79450,0,,,,,86.360,0.160,-0.170,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,-1.585,0.023,-0.023,0
2.64400000,0.00100000,-0.00100000,0,0.028000,0.001000,-0.001000,0,,,,,,,,,0.152000,0.009000,-0.008000,0,,,,,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0,-1.633,0.094,-0.120,0
2.64385000,0.00009000,-0.00009000,0,0.028500,,,0,,,,,,,,,0.160000,0.019000,-0.019000,0,,,,,,,,,0.44,0.04,-0.04,0,-1.620,0.067,-0.067,0
2.64394300,0.00008400,-0.00008400,0,0.027800,0.001600,-0.001600,0,,,,,,,,,0.207000,0.052000,-0.052000,0,,,,,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0,-1.633,0.094,-0.120,0
2.64385900,0.00007400,-0.00007400,0,0.027800,0.001600,-0.001600,0,,,,,,,,,0.145000,0.052000,-0.052000,0,,,,,0.43,0.01,-0.01,0,0.42,0.02,-0.02,0,-1.633,0.094,-0.120,0
1.46711900,0.00003100,-0.00003000,0,0.017340,0.000260,-0.000270,0,1.305,0.063,-0.067,0,2.82000,0.11000,-0.12000,0,0.050000,,,0,88.400,1.100,-1.400,0,0.33,0.01,-0.01,0,0.32,0.01,-0.01,0,-1.917,0.008,-0.008,0
,,,,43.500000,,,0,,,,,1271.30000,1430.20000,-317.80000,0,,,,,,,,,,,,,1.22,0.08,-0.08,0,0.332,0.032,-0.032,0
140.43000000,0.41000000,-0.41000000,0,0.422000,0.014000,-0.015000,0,,,,,,,,,0.450000,0.150000,-0.140000,0,,,,,0.50,0.05,-0.05,0,0.51,0.05,-0.05,0,-1.367,0.083,-0.102,0
8.70760000,0.00220000,-0.00250000,0,0.066610,0.000011,-0.000013,0,,,,,,,,,0.080000,0.090000,-0.060000,0,,,,,0.50,0.05,-0.05,0,0.52,0.05,-0.05,0,-1.377,,,0
8.70800000,0.00200000,-0.00100000,0,0.067000,0.001000,-0.001000,0,,,,,,,,,0.119000,0.125000,-0.032000,0,,,,,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0,-1.373,0.090,-0.114,0
5.36860000,0.00010000,-0.00010000,0,0.040610,0.000030,-0.000030,0,,,,,,,,,0.000000,0.030000,-0.030000,0,,,,,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,-1.885,0.096,-0.123,0
5.36800000,0.00100000,-0.00100000,0,0.041000,0.001000,-0.001000,0,,,,,,,,,0.022000,0.027000,-0.005000,0,,,,,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,-1.885,0.096,-0.123,0
5.36841000,0.00026000,-0.00026000,0,0.040616,0.000001,-0.000001,0,,,,,,,,,0.000000,,,0,,,,,0.29,,,0,0.31,0.02,-0.02,0,-1.886,,,0
5.36600000,0.00100000,-0.00100000,0,0.041000,,,0,,,,,,,,,0.000000,,,0,,,,,0.29,,,0,0.31,0.02,-0.02,0,-1.886,,,0
12.91900000,0.00300000,-0.00200000,0,0.074000,0.001000,-0.001000,0,,,,,,,,,0.087000,0.150000,-0.016000,0,,,,,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,-1.885,0.096,-0.123,0
12.91400000,0.00200000,-0.00200000,0,0.072100,0.000300,-0.000300,0,,,,,,,,,0.000000,0.060000,-0.060000,0,,,,,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,-1.885,0.096,-0.123,0
12.91910000,0.00580000,-0.00580000,0,0.072993,0.000022,-0.000022,0,,,,,,,,,0.000000,,,0,,,,,0.29,,,0,0.31,0.02,-0.02,0,-1.886,,,0
3.14900000,0.00020000,-0.00020000,0,0.028150,0.000060,-0.000060,0,,,,,,,,,0.000000,0.060000,-0.060000,0,,,,,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,-1.885,0.096,-0.123,0
3.14867000,0.00039000,-0.00039000,0,0.028453,0.000002,-0.000002,0,,,,,,,,,0.000000,,,0,,,,,0.29,,,0,0.31,0.02,-0.02,0,-1.886,,,0
