# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 12:55:39 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_name desc
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2
Kepler-59 c,1,2,0,17.98012350,0.00030000,-0.00030000,0,0.137200,,,0,1.980,,,0,0.177,,,0,4.58000,,,0,0.01440,,,0,M-R relationship,3.240000,,,0,0.000000,,,0,107.74,4.74,-4.53,0,752,,,0,88.060,,,0,1,0.021390,0.001220,-0.001220,0,,6074.00,,,0,0.94,,,0,1.04,,,0,0.020,0.141,-0.169,0,[Fe/H],0.324,,,0,4.51,,,0,1163.2200000,22.1400000,-21.3400000
Kepler-59 b,1,2,0,11.86817070,0.00036000,-0.00036000,0,0.104000,,,0,1.100,,,0,0.098,,,0,1.37000,,,0,0.00430,,,0,M-R relationship,5.660000,,,0,0.000000,,,0,187.51,8.24,-7.88,0,864,,,0,86.930,,,0,1,0.010190,0.000840,-0.000840,0,,6074.00,,,0,0.94,,,0,1.04,,,0,0.020,0.141,-0.169,0,[Fe/H],0.324,,,0,4.51,,,0,1163.2200000,22.1400000,-21.3400000
Kepler-589 c,1,2,0,3.52466011,,,0,0.042600,,,0,1.117,,,0,0.100,,,0,1.45000,,,0,0.00455,,,0,M-R relationship,5.710000,,,0,0.000000,,,0,344.61,224.46,-119.21,0,1098,,,0,71.950,,,0,0,0.012970,0.001270,-0.001270,0,,5372.00,160.00,-160.00,0,0.92,0.19,-0.13,0,0.83,0.11,-0.06,0,-0.020,0.300,-0.300,0,[Fe/H],-0.347,,,0,4.43,0.11,-0.15,0,612.8030000,7.8850000,-7.6920000
Kepler-589 b,1,2,0,16.54964934,0.00004571,-0.00004571,0,0.119600,,,0,2.270,0.180,-0.120,0,0.203,0.016,-0.011,0,5.77000,,,0,0.01820,,,0,M-R relationship,2.710000,,,0,0.000000,,,0,32.14,1.14,-1.09,0,656,,,0,86.740,,,0,0,0.074450,0.001700,-0.001700,0,,5296.00,61.13,-62.18,0,0.83,0.06,-0.04,0,0.88,0.03,-0.04,0,0.010,0.143,-0.142,0,[Fe/H],-0.347,,,0,4.55,0.03,-0.07,0,612.8030000,7.8850000,-7.6920000
Kepler-588 b,1,1,0,4.22162536,0.00000475,-0.00000475,0,0.052000,,,0,2.630,0.500,-0.220,0,0.235,0.045,-0.020,0,7.41000,,,0,0.02330,,,0,M-R relationship,2.240000,,,0,0.000000,,,0,718.08,42.31,-39.61,0,1176,,,0,82.120,,,0,0,0.065800,0.000900,-0.000900,0,,5835.00,73.84,-83.13,0,1.00,0.19,-0.08,0,1.01,0.05,-0.07,0,0.000,0.139,-0.198,0,[Fe/H],0.207,,,0,4.44,0.06,-0.14,0,1209.4000000,28.1200000,-26.9000000
Kepler-587 b,1,1,0,10.94027841,0.00002949,-0.00002949,0,0.095200,,,0,2.230,0.640,-0.170,0,0.199,0.057,-0.015,0,5.60000,,,0,0.01760,,,0,M-R relationship,2.770000,,,0,0.000000,,,0,70.97,2.82,-2.71,0,764,,,0,88.850,,,0,0,0.053860,0.002020,-0.002020,0,,5549.00,77.03,-70.06,0,0.89,0.12,-0.06,0,0.92,0.04,-0.05,0,-0.050,0.144,-0.184,0,[Fe/H],-0.238,,,0,4.51,0.05,-0.13,0,787.8940000,12.1100000,-11.7550000
Kepler-586 b,1,1,0,2.10472218,0.00000092,-0.00000092,0,0.033100,,,0,2.790,0.360,-0.200,0,0.249,0.032,-0.018,0,8.20000,,,0,0.02580,,,0,M-R relationship,2.070000,,,0,0.000000,,,0,705.05,32.07,-30.60,0,1365,,,0,89.990,,,0,0,0.090550,0.000710,-0.000710,0,,5575.00,149.33,-103.88,0,0.92,0.12,-0.07,0,0.94,0.05,-0.05,0,0.000,0.142,-0.167,0,[Fe/H],-0.141,,,0,4.50,0.05,-0.11,0,693.7660000,10.3935000,-10.3935000
Kepler-585 b,1,1,0,2.75235975,0.00000142,-0.00000142,0,0.037500,,,0,2.830,0.550,-0.270,0,0.252,0.049,-0.024,0,8.40000,,,0,0.02640,,,0,M-R relationship,2.040000,,,0,0.000000,,,0,489.15,12.67,-12.31,0,1178,,,0,87.360,,,0,0,0.081940,0.000670,-0.000670,0,,5593.00,85.61,-77.08,0,0.93,0.18,-0.06,0,0.96,0.06,-0.05,0,0.030,0.150,-0.137,0,[Fe/H],-0.163,,,0,4.49,0.05,-0.16,0,585.1870000,5.5370000,-5.5370000
Kepler-584 b,1,1,0,35.18103040,0.00009392,-0.00009392,0,0.228100,,,0,4.210,1.590,-0.560,0,0.376,0.142,-0.050,0,16.50000,,,0,0.05190,,,0,M-R relationship,1.220000,,,0,0.000000,,,0,76.34,7.11,-6.34,0,664,,,0,88.180,,,0,0,0.102460,0.001800,-0.001800,0,,6195.00,110.21,-104.28,0,1.24,0.46,-0.15,0,1.17,0.15,-0.09,0,0.020,0.135,-0.161,0,[Fe/H],0.520,,,0,4.31,0.10,-0.22,0,1848.8400000,79.4500000,-73.2800000
Kepler-583 b,1,1,0,6.51002530,0.00001381,-0.00001381,0,0.068900,,,0,2.280,0.290,-0.150,0,0.203,0.026,-0.013,0,5.82000,,,0,0.01830,,,0,M-R relationship,2.700000,,,0,0.000000,,,0,178.70,7.33,-7.03,0,1017,,,0,89.910,,,0,0,0.060280,0.001400,-0.001400,0,,5523.00,76.28,-106.08,0,0.91,0.11,-0.06,0,0.94,0.04,-0.04,0,0.070,0.149,-0.148,0,[Fe/H],-0.101,,,0,4.50,0.05,-0.12,0,867.2710000,13.3540000,-12.9610000
Kepler-582 b,1,1,0,18.49235668,0.00002487,-0.00002487,0,0.125400,,,0,3.680,0.550,-0.340,0,0.328,0.049,-0.030,0,13.10000,,,0,0.04130,,,0,M-R relationship,1.440000,,,0,0.000000,,,0,25.06,1.05,-1.00,0,603,,,0,89.950,,,0,0,0.167890,0.002420,-0.002420,0,,5564.00,218.22,-211.72,0,0.91,0.13,-0.08,0,0.93,0.07,-0.07,0,0.010,0.140,-0.165,0,[Fe/H],-0.414,,,0,4.49,0.06,-0.11,0,613.1790000,9.1150000,-8.8570000
Kepler-581 b,1,1,0,40.60698210,0.00017440,-0.00017440,0,0.225900,,,0,2.630,0.560,-0.290,0,0.235,0.050,-0.026,0,7.41000,,,0,0.02330,,,0,M-R relationship,2.240000,,,0,0.000000,,,0,12.39,0.58,-0.55,0,521,,,0,89.410,,,0,0,0.069640,0.002110,-0.002110,0,,5772.00,199.71,-191.78,0,1.00,0.21,-0.11,0,1.00,0.08,-0.07,0,0.030,0.130,-0.154,0,[Fe/H],-0.169,,,0,4.44,0.08,-0.15,0,703.7580000,13.7320000,-13.2250000
Kepler-580 b,1,1,0,8.22241966,0.00000979,-0.00000979,0,0.068300,,,0,2.570,0.290,-0.130,0,0.229,0.026,-0.012,0,7.13000,,,0,0.02240,,,0,M-R relationship,2.310000,,,0,0.000000,,,0,24.06,0.76,-0.73,0,558,,,0,89.390,,,0,0,0.146860,0.002520,-0.002520,0,,4298.00,49.14,-38.09,0,0.64,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.060,0.113,-0.090,0,[Fe/H],-0.896,,,0,4.66,0.01,-0.01,0,323.8990000,2.5750000,-2.5360000
Kepler-58 e,1,4,0,4.45814897,0.00002897,-0.00002897,0,0.053300,,,0,1.610,0.520,-0.220,0,0.151,,,0,3.22000,,,0,0.01010,,,0,M-R relationship,4.240000,,,0,0.000000,,,0,511.60,502.96,-182.45,0,1212,,,0,84.650,,,0,0,0.018810,0.001450,-0.001450,0,,6100.00,193.00,-214.00,0,1.08,0.35,-0.15,0,1.02,0.17,-0.12,0,-0.120,0.250,-0.300,0,[Fe/H],-0.004,,,0,4.38,0.11,-0.20,0,969.2520000,24.4780000,-23.3200000
Kepler-58 d,1,4,0,40.10137100,0.00061200,-0.00061200,0,0.236000,,,0,2.940,1.400,-1.400,0,0.262,0.125,-0.125,0,8.96000,,,0,0.02820,,,0,M-R relationship,1.940000,,,0,0.000000,,,0,18.24,1.09,-1.02,0,583,,,0,88.440,,,0,0,0.055000,0.003070,-0.003070,0,,6099.00,200.00,-200.00,0,1.13,0.53,-0.53,0,1.04,0.12,-0.12,0,0.090,0.151,-0.128,0,[Fe/H],-0.004,,,0,4.37,0.30,-0.30,0,969.2520000,24.4780000,-23.3200000
Kepler-58 c,1,4,0,15.57415680,0.00027000,-0.00027000,0,0.122800,,,0,2.860,,,0,0.255,,,0,53.00000,,,1,0.16676,,,1,Mass,,,,,0.000000,,,0,64.39,3.84,-3.58,0,799,,,0,83.890,,,0,1,0.046810,0.001960,-0.001960,0,,5843.00,,,0,1.03,,,0,0.95,,,0,0.090,0.151,-0.128,0,[Fe/H],-0.004,,,0,4.39,,,0,969.2520000,24.4780000,-23.3200000
Kepler-58 b,1,4,0,10.21849540,0.00015000,-0.00015000,0,0.092700,,,0,2.780,,,0,0.248,,,0,35.50000,,,1,0.11170,,,1,Mass,,,,,0.040000,0.044000,-0.031000,0,112.99,6.73,-6.29,0,920,,,0,88.760,,,0,1,0.044530,0.001800,-0.001800,0,,5843.00,,,0,1.03,,,0,0.95,,,0,0.090,0.151,-0.128,0,[Fe/H],-0.004,,,0,4.39,,,0,969.2520000,24.4780000,-23.3200000
Kepler-579 b,1,1,0,9.66857723,0.00001920,-0.00001920,0,0.085400,,,0,2.000,0.350,-0.180,0,0.178,0.031,-0.016,0,4.66000,,,0,0.01470,,,0,M-R relationship,3.200000,,,0,0.000000,,,0,60.61,1.94,-1.88,0,730,,,0,87.590,,,0,0,0.041170,0.001300,-0.001300,0,,5636.00,135.41,-185.60,0,0.96,0.16,-0.08,0,0.99,0.06,-0.06,0,0.130,0.149,-0.144,0,[Fe/H],-0.311,,,0,4.47,0.06,-0.14,0,530.7650000,5.1100000,-5.0140000
Kepler-578 b,1,1,0,1.61688370,0.00000123,-0.00000123,0,0.026600,,,0,2.000,0.180,-0.220,0,0.178,0.016,-0.020,0,4.66000,,,0,0.01470,,,0,M-R relationship,3.200000,,,0,0.000000,,,0,496.90,15.77,-15.30,0,1774,,,0,78.600,,,0,0,0.045990,0.000730,-0.000730,0,,5334.00,117.14,-106.87,0,0.83,0.07,-0.05,0,0.87,0.04,-0.05,0,-0.030,0.151,-0.180,0,[Fe/H],-0.337,,,0,4.54,0.04,-0.08,0,541.4320000,6.9100000,-6.7410000
Kepler-577 b,1,1,0,25.69578251,0.00006320,-0.00006320,0,0.134800,,,0,2.550,0.380,-0.150,0,0.227,0.034,-0.013,0,7.04000,,,0,0.02210,,,0,M-R relationship,2.330000,,,0,0.000000,,,0,5.69,0.59,-0.54,0,314,,,0,88.970,,,0,0,0.113080,0.002900,-0.002900,0,,4984.00,52.11,-41.61,0,0.73,0.03,-0.04,0,0.78,0.04,-0.04,0,-0.140,0.129,-0.150,0,[Fe/H],-0.555,,,0,4.61,0.03,-0.03,0,524.2470000,7.5610000,-7.3520000
Kepler-576 b,1,1,0,29.91136794,0.00009909,-0.00009909,0,0.179000,,,0,3.270,0.840,-0.390,0,0.292,0.075,-0.035,0,10.70000,,,0,0.03380,,,0,M-R relationship,1.680000,,,0,0.000000,,,0,16.82,0.76,-0.72,0,541,,,0,89.930,,,0,0,0.094200,0.002110,-0.002110,0,,5672.00,95.54,-141.61,0,0.97,0.24,-0.08,0,0.99,0.05,-0.06,0,0.090,0.150,-0.152,0,[Fe/H],-0.211,,,0,4.46,0.06,-0.19,0,617.5500000,11.3370000,-10.9430000
Kepler-575 b,1,1,0,9.37891944,0.00002371,-0.00002371,0,0.078800,,,0,2.390,0.520,-0.210,0,0.213,0.046,-0.019,0,6.30000,,,0,0.01980,,,0,M-R relationship,2.540000,,,0,0.000000,,,0,141.99,6.52,-6.21,0,803,,,0,87.680,,,0,0,0.056350,0.001510,-0.001510,0,,5710.00,114.70,-145.72,0,0.95,0.12,-0.08,0,0.97,0.06,-0.06,0,0.000,0.137,-0.173,0,[Fe/H],-0.084,,,0,4.47,0.06,-0.11,0,853.9770000,14.7870000,-14.3010000
Kepler-574 b,1,1,0,7.65880414,0.00001346,-0.00001346,0,0.072300,,,0,2.390,0.330,-0.160,0,0.213,0.029,-0.014,0,6.30000,,,0,0.01980,,,0,M-R relationship,2.540000,,,0,0.000000,,,0,120.47,4.89,-4.72,0,858,,,0,89.950,,,0,0,0.066820,0.001360,-0.001360,0,,5612.00,116.01,-108.40,0,0.91,0.12,-0.06,0,0.95,0.05,-0.05,0,-0.010,0.137,-0.164,0,[Fe/H],-0.214,,,0,4.50,0.05,-0.11,0,682.8960000,8.1815000,-8.1815000
Kepler-573 b,1,1,0,22.18329658,0.00004593,-0.00004593,0,0.148600,,,0,2.790,0.360,-0.230,0,0.249,0.032,-0.021,0,8.20000,,,0,0.02580,,,0,M-R relationship,2.070000,,,0,0.000000,,,0,46.44,1.85,-1.78,0,646,,,0,89.960,,,0,0,0.074810,0.001220,-0.001220,0,,5746.00,59.48,-51.43,0,1.02,0.13,-0.08,0,0.99,0.03,-0.04,0,0.020,0.098,-0.099,0,[Fe/H],0.029,,,0,4.41,0.08,-0.10,0,771.4710000,10.1285000,-10.1285000
Kepler-572 b,1,1,0,17.20523483,0.00002222,-0.00002222,0,0.119200,,,0,2.580,0.180,-0.170,0,0.230,0.016,-0.015,0,7.18000,,,0,0.02260,,,0,M-R relationship,2.300000,,,0,0.000000,,,0,26.89,0.75,-0.72,0,553,,,0,89.980,,,0,0,0.108060,0.001660,-0.001660,0,,5212.00,89.47,-77.65,0,0.79,0.05,-0.05,0,0.83,0.04,-0.05,0,-0.100,0.155,-0.191,0,[Fe/H],-0.434,,,0,4.57,0.04,-0.06,0,504.6670000,4.8710000,-4.8710000
Kepler-571 b,1,1,0,4.79859939,0.00000540,-0.00000540,0,0.054600,,,0,2.640,0.320,-0.170,0,0.236,0.029,-0.015,0,7.46000,,,0,0.02350,,,0,M-R relationship,2.230000,,,0,0.000000,,,0,219.04,8.01,-7.72,0,978,,,0,86.640,,,0,0,0.081740,0.001060,-0.001060,0,,5527.00,75.23,-79.46,0,0.90,0.11,-0.05,0,0.93,0.04,-0.04,0,0.010,0.137,-0.162,0,[Fe/H],-0.223,,,0,4.51,0.05,-0.11,0,723.8750000,9.9710000,-9.7080000
Kepler-570 b,1,1,0,4.30166200,0.00000310,-0.00000310,0,0.049700,,,0,2.450,0.340,-0.150,0,0.219,0.030,-0.013,0,6.57000,,,0,0.02070,,,0,M-R relationship,2.450000,,,0,0.000000,,,0,214.04,7.53,-7.31,0,1009,,,0,87.690,,,0,0,0.076050,0.000850,-0.000850,0,,5496.00,71.37,-88.25,0,0.90,0.12,-0.06,0,0.93,0.04,-0.04,0,0.060,0.140,-0.159,0,[Fe/H],-0.296,,,0,4.50,0.05,-0.12,0,568.1480000,5.2825000,-5.2825000
Kepler-57 c,1,2,0,11.60925670,0.00008600,-0.00008600,0,0.096000,,,0,1.550,,,0,0.138,,,0,9.10000,,,1,0.02863,,,1,Mass,3.528714,0.882179,-0.827042,0,0.072500,0.007000,-0.006200,0,48.57,1.84,-1.76,0,671,,,0,89.960,,,0,1,0.048930,0.001590,-0.001590,0,,5145.00,,,0,0.73,,,0,0.83,,,0,0.117,0.014,-0.014,0,[M/H],-0.342,,,0,4.63,,,0,644.1400000,8.6285000,-8.6285000
Kepler-57 b,1,2,0,5.72931960,0.00001800,-0.00001800,0,0.060000,,,0,2.190,,,0,0.195,,,0,115.00000,,,1,0.36183,,,1,Mass,4.466029,0.992451,-0.937315,0,0.016200,0.002400,-0.002100,0,124.35,4.70,-4.49,0,850,,,0,88.900,,,0,1,0.086540,0.001770,-0.001770,0,,5145.00,,,0,0.73,,,0,0.83,,,0,0.117,0.014,-0.014,0,[M/H],-0.342,,,0,4.63,,,0,644.1400000,8.6285000,-8.6285000
Kepler-569 b,1,1,0,34.18890521,0.00006016,-0.00006016,0,0.198100,,,0,3.160,0.220,-0.170,0,0.282,0.020,-0.015,0,10.10000,,,0,0.03190,,,0,M-R relationship,1.760000,,,0,0.000000,,,0,19.31,0.61,-0.59,0,526,,,0,89.930,,,0,0,0.106320,0.001450,-0.001450,0,,5616.00,66.28,-55.02,0,0.93,0.07,-0.05,0,0.95,0.03,-0.04,0,0.010,0.103,-0.100,0,[Fe/H],-0.107,,,0,4.48,0.05,-0.07,0,638.3010000,7.1730000,-7.0170000
Kepler-568 b,1,1,0,11.02347475,0.00000766,-0.00000766,0,0.079400,,,0,2.260,0.080,-0.080,0,0.202,0.007,-0.007,0,5.73000,,,0,0.01800,,,0,M-R relationship,2.730000,,,0,0.000000,,,0,8.37,0.85,-0.78,0,429,,,0,89.030,,,0,0,0.184220,0.002650,-0.002650,0,,3768.00,40.66,-39.79,0,0.53,0.02,-0.02,0,0.55,0.02,-0.02,0,0.110,0.077,-0.076,0,[Fe/H],-1.330,0.091,-0.115,0,4.73,0.01,-0.01,0,130.6450000,0.4970000,-0.4940000
Kepler-567 b,1,1,0,16.54297375,0.00004149,-0.00004149,0,0.122900,,,0,2.250,0.150,-0.120,0,0.201,0.013,-0.011,0,5.69000,,,0,0.01790,,,0,M-R relationship,2.740000,,,0,0.000000,,,0,26.14,0.92,-0.89,0,611,,,0,89.410,,,0,0,0.081010,0.002150,-0.002150,0,,5148.00,106.09,-92.59,0,0.79,0.04,-0.04,0,0.84,0.04,-0.04,0,0.000,0.142,-0.152,0,[Fe/H],-0.409,,,0,4.57,0.03,-0.05,0,558.8100000,6.3550000,-6.2160000
Kepler-566 b,1,1,0,18.42794624,0.00004230,-0.00004230,0,0.124700,,,0,2.150,0.130,-0.130,0,0.192,0.012,-0.012,0,5.27000,,,0,0.01660,,,0,M-R relationship,2.910000,,,0,0.000000,,,0,16.88,0.65,-0.62,0,526,,,0,88.810,,,0,0,0.070660,0.002230,-0.002230,0,,5132.00,59.73,-80.24,0,0.79,0.04,-0.04,0,0.83,0.04,-0.05,0,-0.010,0.162,-0.173,0,[Fe/H],-0.524,,,0,4.57,0.03,-0.05,0,564.2770000,8.5675000,-8.5675000
Kepler-565 b,1,1,0,4.24374723,0.00000293,-0.00000293,0,0.050100,,,0,3.640,0.510,-0.270,0,0.325,0.045,-0.024,0,12.90000,,,0,0.04050,,,0,M-R relationship,1.470000,,,0,0.000000,,,0,301.46,260.03,-81.76,0,1063,,,0,89.820,,,0,0,0.147820,0.001170,-0.001170,0,,5735.00,80.65,-75.30,0,0.95,0.13,-0.07,0,0.98,0.04,-0.06,0,-0.020,0.140,-0.173,0,[Fe/H],-0.055,,,0,4.47,0.05,-0.12,0,1041.0000000,144.1420000,-81.9310000
Kepler-564 b,1,1,0,3.75083228,0.00000122,-0.00000122,0,0.048400,,,0,4.630,0.660,-0.360,0,0.413,0.059,-0.032,0,19.40000,,,0,0.06090,,,0,M-R relationship,1.070000,,,0,0.000000,,,0,389.40,17.47,-16.72,0,1129,,,0,90.000,,,0,0,0.239790,0.001350,-0.001350,0,,5626.00,144.83,-126.35,0,0.92,0.13,-0.07,0,0.95,0.06,-0.06,0,-0.010,0.141,-0.178,0,[Fe/H],-0.064,,,0,4.49,0.06,-0.11,0,863.0370000,14.8155000,-14.8155000
Kepler-563 b,1,1,0,22.18432708,0.00002500,-0.00002500,0,0.141800,,,0,3.090,0.170,-0.200,0,0.276,0.015,-0.018,0,9.75000,,,0,0.03070,,,0,M-R relationship,1.820000,,,0,0.000000,,,0,18.74,0.73,-0.70,0,546,,,0,89.970,,,0,0,0.159300,0.002120,-0.002120,0,,5066.00,80.00,-61.96,0,0.77,0.04,-0.05,0,0.80,0.04,-0.05,0,-0.080,0.146,-0.184,0,[Fe/H],-0.444,,,0,4.58,0.03,-0.05,0,565.2070000,7.5120000,-7.5120000
Kepler-562 b,1,1,0,18.00931444,0.00000990,-0.00000990,0,0.133300,,,0,5.210,0.640,-0.400,0,0.465,0.057,-0.036,0,23.70000,,,0,0.07450,,,0,M-R relationship,0.921000,,,0,0.000000,,,0,67.44,3.56,-3.35,0,658,,,0,88.730,,,0,0,0.300440,0.001480,-0.001480,0,,5575.00,83.81,-85.33,0,0.90,0.11,-0.06,0,0.93,0.05,-0.05,0,-0.040,0.154,-0.181,0,[Fe/H],0.016,,,0,4.50,0.05,-0.11,0,992.7690000,22.9510000,-21.9580000
Kepler-561 c,1,2,0,5.35016198,0.00000443,-0.00000443,0,0.059300,,,0,2.680,0.430,-0.250,0,0.239,0.038,-0.022,0,7.65000,,,0,0.02410,,,0,M-R relationship,2.180000,,,0,0.000000,,,0,183.17,6.89,-6.64,0,989,,,0,89.980,,,0,0,0.076480,0.000990,-0.000990,0,,5646.00,175.40,-189.65,0,0.94,0.16,-0.08,0,0.96,0.07,-0.06,0,0.020,0.142,-0.166,0,[Fe/H],-0.180,,,0,4.48,0.06,-0.14,0,621.3780000,9.3350000,-9.3350000
